Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:16037, Quintuple Gallium Ingot
gregtech:gt.metaitem.01:16039, Quintuple Arsenic Ingot
gregtech:gt.metaitem.01:16043, Quintuple Rubidium Ingot
gregtech:gt.metaitem.01:16045, Quintuple Yttrium Ingot
gregtech:gt.metaitem.01:16047, Quintuple Niobium Ingot
gregtech:gt.metaitem.01:16048, Quintuple Molybdenum Ingot
gregtech:gt.metaitem.01:16052, Quintuple Palladium Ingot
gregtech:gt.metaitem.01:16054, Quintuple Silver Ingot
gregtech:gt.metaitem.01:16056, Quintuple Indium Ingot
gregtech:gt.metaitem.01:16057, Quintuple Tin Ingot
gregtech:gt.metaitem.01:16058, Quintuple Antimony Ingot
gregtech:gt.metaitem.01:16059, Quintuple Tellurium Ingot
gregtech:gt.metaitem.01:16062, Quintuple Caesium Ingot
gregtech:gt.metaitem.01:16064, Quintuple Lanthanum Ingot
gregtech:gt.metaitem.01:16065, Quintuple Cerium Ingot
gregtech:gt.metaitem.01:16066, Quintuple Praseodymium Ingot
gregtech:gt.metaitem.01:16067, Quintuple Neodymium Ingot
gregtech:gt.metaitem.01:16068, Quintuple Promethium Ingot
gregtech:gt.metaitem.01:16069, Quintuple Samarium Ingot
gregtech:gt.metaitem.01:16070, Quintuple Europium Ingot
gregtech:gt.metaitem.01:16071, Quintuple Gadolinium Ingot
gregtech:gt.metaitem.01:16072, Quintuple Terbium Ingot
gregtech:gt.metaitem.01:16073, Quintuple Dysprosium Ingot
gregtech:gt.metaitem.01:16074, Quintuple Holmium Ingot
gregtech:gt.metaitem.01:16075, Quintuple Erbium Ingot
gregtech:gt.metaitem.01:16076, Quintuple Thulium Ingot
gregtech:gt.metaitem.01:16077, Quintuple Ytterbium Ingot
gregtech:gt.metaitem.01:16078, Quintuple Lutetium Ingot
gregtech:gt.metaitem.01:16080, Quintuple Tantalum Ingot
gregtech:gt.metaitem.01:16081, Quintuple Tungsten Ingot
gregtech:gt.metaitem.01:16083, Quintuple Osmium Ingot
gregtech:gt.metaitem.01:16084, Quintuple Iridium Ingot
gregtech:gt.metaitem.01:16085, Quintuple Platinum Ingot
gregtech:gt.metaitem.01:16086, Quintuple Gold Ingot
gregtech:gt.metaitem.01:16089, Quintuple Lead Ingot
gregtech:gt.metaitem.01:16090, Quintuple Bismuth Ingot
gregtech:gt.metaitem.01:16096, Quintuple Thorium Ingot
gregtech:gt.metaitem.01:16097, Quintuple Uranium 235 Ingot
gregtech:gt.metaitem.01:16098, Quintuple Uranium 238 Ingot
gregtech:gt.metaitem.01:16100, Quintuple Plutonium 244 Ingot
gregtech:gt.metaitem.01:16101, Quintuple Plutonium 241 Ingot
gregtech:gt.metaitem.01:16103, Quintuple Americium Ingot
gregtech:gt.metaitem.01:16129, Quintuple Neutronium Ingot
gregtech:gt.metaitem.01:16300, Quintuple Bronze Ingot
gregtech:gt.metaitem.01:16301, Quintuple Brass Ingot
gregtech:gt.metaitem.01:16302, Quintuple Invar Ingot
gregtech:gt.metaitem.01:16303, Quintuple Electrum Ingot
gregtech:gt.metaitem.01:16304, Quintuple Wrought Iron Ingot
gregtech:gt.metaitem.01:16305, Quintuple Steel Ingot
gregtech:gt.metaitem.01:16306, Quintuple Stainless Steel Ingot
gregtech:gt.metaitem.01:16307, Quintuple Pig Iron Ingot
gregtech:gt.metaitem.01:16308, Quintuple Red Alloy Ingot
gregtech:gt.metaitem.01:16309, Quintuple Blue Alloy Ingot
gregtech:gt.metaitem.01:16310, Quintuple Cupronickel Ingot
gregtech:gt.metaitem.01:16311, Quintuple Nichrome Ingot
gregtech:gt.metaitem.01:16312, Quintuple Kanthal Ingot
gregtech:gt.metaitem.01:16313, Quintuple Magnalium Ingot
gregtech:gt.metaitem.01:16314, Quintuple Soldering Alloy Ingot
gregtech:gt.metaitem.01:16315, Quintuple Battery Alloy Ingot
gregtech:gt.metaitem.01:16316, Quintuple Tungstensteel Ingot
gregtech:gt.metaitem.01:16317, Quintuple Osmiridium Ingot
gregtech:gt.metaitem.01:16318, Quintuple Sunnarium Ingot
gregtech:gt.metaitem.01:16319, Quintuple Adamantium Ingot
gregtech:gt.metaitem.01:16320, Quintuple Fluxed Electrum Ingot
gregtech:gt.metaitem.01:16321, Quintuple Enderium Ingot
gregtech:gt.metaitem.01:16322, Quintuple HSLA Steel Ingot
gregtech:gt.metaitem.01:16323, Quintuple Infused Gold Ingot
gregtech:gt.metaitem.01:16324, Quintuple Naquadah Ingot
gregtech:gt.metaitem.01:16325, Quintuple Naquadah Alloy Ingot
gregtech:gt.metaitem.01:16326, Quintuple Enriched Naquadah Ingot
gregtech:gt.metaitem.01:16327, Quintuple Naquadria Ingot
gregtech:gt.metaitem.01:16328, Quintuple Duranium Ingot
gregtech:gt.metaitem.01:16329, Quintuple Tritanium Ingot
gregtech:gt.metaitem.01:16330, Quintuple Thaumium Ingot
gregtech:gt.metaitem.01:16331, Quintuple Mithril Ingot
gregtech:gt.metaitem.01:16332, Quintuple Midasium Ingot
gregtech:gt.metaitem.01:16333, Quintuple Astral Silver Ingot
gregtech:gt.metaitem.01:16334, Quintuple Black Steel Ingot
gregtech:gt.metaitem.01:16335, Quintuple Damascus Steel Ingot
gregtech:gt.metaitem.01:16336, Quintuple Shadowiron Ingot
gregtech:gt.metaitem.01:16337, Quintuple Shadowsteel Ingot
gregtech:gt.metaitem.01:16338, Quintuple Ironwood Ingot
gregtech:gt.metaitem.01:16339, Quintuple Steeleaf
gregtech:gt.metaitem.01:16340, Quintuple Meteoric Iron Ingot
gregtech:gt.metaitem.01:16341, Quintuple Meteoric Steel Ingot
gregtech:gt.metaitem.01:16342, Quintuple Dark Iron Ingot
gregtech:gt.metaitem.01:16343, Quintuple Cobalt Brass Ingot
gregtech:gt.metaitem.01:16344, Quintuple Ultimet Ingot
gregtech:gt.metaitem.01:16345, Quintuple Annealed Copper Ingot
gregtech:gt.metaitem.01:16346, Quintuple Fiery Steel Ingot
gregtech:gt.metaitem.01:16348, Quintuple Red Steel Ingot
gregtech:gt.metaitem.01:16349, Quintuple Blue Steel Ingot
gregtech:gt.metaitem.01:16350, Quintuple Sterling Silver Ingot
gregtech:gt.metaitem.01:16351, Quintuple Rose Gold Ingot
gregtech:gt.metaitem.01:16352, Quintuple Black Bronze Ingot
gregtech:gt.metaitem.01:16353, Quintuple Bismuth Bronze Ingot
gregtech:gt.metaitem.01:16354, Quintuple Magnetic Iron Ingot
gregtech:gt.metaitem.01:16355, Quintuple Magnetic Steel Ingot
gregtech:gt.metaitem.01:16356, Quintuple Magnetic Neodymium Ingot
gregtech:gt.metaitem.01:16357, Quintuple Vanadium-Gallium Ingot
gregtech:gt.metaitem.01:16358, Quintuple Yttrium Barium Cuprate Ingot
gregtech:gt.metaitem.01:16359, Quintuple Niobium Nitride Ingot
gregtech:gt.metaitem.01:16360, Quintuple Niobium-Titanium Ingot
gregtech:gt.metaitem.01:16361, Quintuple Chromium Dioxide Ingot
gregtech:gt.metaitem.01:16362, Quintuple Knightmetal Ingot
gregtech:gt.metaitem.01:16363, Quintuple Tin Alloy Ingot
gregtech:gt.metaitem.01:16364, Quintuple Dark Steel Ingot
gregtech:gt.metaitem.01:16370, Quintuple Tungstencarbide Ingot
gregtech:gt.metaitem.01:16371, Quintuple Vanadiumsteel Ingot
gregtech:gt.metaitem.01:16372, Quintuple HSS-G Ingot
gregtech:gt.metaitem.01:16373, Quintuple HSS-E Ingot
gregtech:gt.metaitem.01:16374, Quintuple HSS-S Ingot
gregtech:gt.metaitem.01:16470, Quintuple Epoxid Ingot
gregtech:gt.metaitem.01:16471, Quintuple Silicone Ingot
gregtech:gt.metaitem.01:16472, Quintuple Polycaprolactam Ingot
gregtech:gt.metaitem.01:16473, Quintuple Polytetrafluoroethylene Ingot
gregtech:gt.metaitem.01:16489, Quintuple Vulcanite Ingot
gregtech:gt.metaitem.01:16490, Quintuple Infuscolium Ingot
gregtech:gt.metaitem.01:16521, Quintuple Force Ingot
gregtech:gt.metaitem.01:16770, Quintuple Endium Ingot
gregtech:gt.metaitem.01:16829, Quintuple Deep Iron Ingot
gregtech:gt.metaitem.01:16884, Quintuple Desh Ingot
gregtech:gt.metaitem.01:16950, Quintuple Ignatius Ingot
gregtech:gt.metaitem.01:16951, Quintuple Vyroxeres Ingot
gregtech:gt.metaitem.01:16952, Quintuple Ceruclase Ingot
gregtech:gt.metaitem.01:16953, Quintuple Kalendrite Ingot
gregtech:gt.metaitem.01:16954, Quintuple Inolashite Ingot
gregtech:gt.metaitem.01:16955, Quintuple Sanguinite Ingot
gregtech:gt.metaitem.01:16956, Quintuple Tartarite Ingot
gregtech:gt.metaitem.01:16957, Quintuple Hepatizon Ingot
gregtech:gt.metaitem.01:16958, Quintuple Angmallen Ingot
gregtech:gt.metaitem.01:16959, Quintuple Eximite Ingot
gregtech:gt.metaitem.01:16960, Quintuple Prometheum Ingot
gregtech:gt.metaitem.01:16961, Quintuple Oureclase Ingot
gregtech:gt.metaitem.01:16962, Quintuple Carmot Ingot
gregtech:gt.metaitem.01:16963, Quintuple Haderoth Ingot
gregtech:gt.metaitem.01:16964, Quintuple Celenegil Ingot
gregtech:gt.metaitem.01:16965, Quintuple Atlarus Ingot
gregtech:gt.metaitem.01:16966, Quintuple Orichalcum Ingot
gregtech:gt.metaitem.01:17006, Lithium Plate
gregtech:gt.metaitem.01:17008, Beryllium Plate
gregtech:gt.metaitem.01:17010, Carbon Plate
gregtech:gt.metaitem.01:17018, Magnesium Plate
gregtech:gt.metaitem.01:17019, Aluminium Plate
gregtech:gt.metaitem.01:17020, Silicon Plate
gregtech:gt.metaitem.01:17025, Potassium Plate
gregtech:gt.metaitem.01:17027, Scandium Plate
gregtech:gt.metaitem.01:17028, Titanium Plate
gregtech:gt.metaitem.01:17029, Vanadium Plate
gregtech:gt.metaitem.01:17030, Chrome Plate
gregtech:gt.metaitem.01:17031, Manganese Plate
gregtech:gt.metaitem.01:17032, Iron Plate
gregtech:gt.metaitem.01:17033, Cobalt Plate
gregtech:gt.metaitem.01:17034, Nickel Plate
gregtech:gt.metaitem.01:17035, Copper Plate
gregtech:gt.metaitem.01:17036, Zinc Plate
gregtech:gt.metaitem.01:17037, Gallium Plate
gregtech:gt.metaitem.01:17039, Arsenic Plate
gregtech:gt.metaitem.01:17043, Rubidium Plate
gregtech:gt.metaitem.01:17045, Yttrium Plate
gregtech:gt.metaitem.01:17047, Niobium Plate
gregtech:gt.metaitem.01:17048, Molybdenum Plate
gregtech:gt.metaitem.01:17052, Palladium Plate
gregtech:gt.metaitem.01:17054, Silver Plate
gregtech:gt.metaitem.01:17056, Indium Plate
gregtech:gt.metaitem.01:17057, Tin Plate
gregtech:gt.metaitem.01:17058, Antimony Plate
gregtech:gt.metaitem.01:17059, Tellurium Plate
gregtech:gt.metaitem.01:17062, Caesium Plate
gregtech:gt.metaitem.01:17064, Lanthanum Plate
gregtech:gt.metaitem.01:17065, Cerium Plate
gregtech:gt.metaitem.01:17066, Praseodymium Plate
gregtech:gt.metaitem.01:17067, Neodymium Plate
gregtech:gt.metaitem.01:17068, Promethium Plate
gregtech:gt.metaitem.01:17069, Samarium Plate
gregtech:gt.metaitem.01:17070, Europium Plate
gregtech:gt.metaitem.01:17071, Gadolinium Plate
gregtech:gt.metaitem.01:17072, Terbium Plate
gregtech:gt.metaitem.01:17073, Dysprosium Plate
gregtech:gt.metaitem.01:17074, Holmium Plate
gregtech:gt.metaitem.01:17075, Erbium Plate
gregtech:gt.metaitem.01:17076, Thulium Plate
gregtech:gt.metaitem.01:17077, Ytterbium Plate
gregtech:gt.metaitem.01:17078, Lutetium Plate
gregtech:gt.metaitem.01:17080, Tantalum Plate
gregtech:gt.metaitem.01:17081, Tungsten Plate
gregtech:gt.metaitem.01:17083, Osmium Plate
gregtech:gt.metaitem.01:17084, Iridium Plate
gregtech:gt.metaitem.01:17085, Platinum Plate
gregtech:gt.metaitem.01:17086, Gold Plate
gregtech:gt.metaitem.01:17089, Lead Plate
gregtech:gt.metaitem.01:17090, Bismuth Plate
gregtech:gt.metaitem.01:17096, Thorium Plate
gregtech:gt.metaitem.01:17097, Uranium 235 Plate
gregtech:gt.metaitem.01:17098, Uranium 238 Plate
gregtech:gt.metaitem.01:17100, Plutonium 244 Plate
gregtech:gt.metaitem.01:17101, Plutonium 241 Plate
gregtech:gt.metaitem.01:17103, Americium Plate
gregtech:gt.metaitem.01:17129, Neutronium Plate
gregtech:gt.metaitem.01:17300, Bronze Plate
gregtech:gt.metaitem.01:17301, Brass Plate
gregtech:gt.metaitem.01:17302, Invar Plate
gregtech:gt.metaitem.01:17303, Electrum Plate
gregtech:gt.metaitem.01:17304, Wrought Iron Plate
gregtech:gt.metaitem.01:17305, Steel Plate
gregtech:gt.metaitem.01:17306, Stainless Steel Plate
gregtech:gt.metaitem.01:17307, Pig Iron Plate
gregtech:gt.metaitem.01:17308, Red Alloy Plate
gregtech:gt.metaitem.01:17309, Blue Alloy Plate
gregtech:gt.metaitem.01:17310, Cupronickel Plate
gregtech:gt.metaitem.01:17311, Nichrome Plate
gregtech:gt.metaitem.01:17312, Kanthal Plate
gregtech:gt.metaitem.01:17313, Magnalium Plate
gregtech:gt.metaitem.01:17314, Soldering Alloy Plate
gregtech:gt.metaitem.01:17315, Battery Alloy Plate
gregtech:gt.metaitem.01:17316, Tungstensteel Plate
gregtech:gt.metaitem.01:17317, Osmiridium Plate
gregtech:gt.metaitem.01:17318, Sunnarium Plate
gregtech:gt.metaitem.01:17319, Adamantium Plate
gregtech:gt.metaitem.01:17320, Fluxed Electrum Plate
gregtech:gt.metaitem.01:17321, Enderium Plate
gregtech:gt.metaitem.01:17322, HSLA Steel Plate
gregtech:gt.metaitem.01:17323, Infused Gold Plate
gregtech:gt.metaitem.01:17324, Naquadah Plate
gregtech:gt.metaitem.01:17325, Naquadah Alloy Plate
gregtech:gt.metaitem.01:17326, Enriched Naquadah Plate
gregtech:gt.metaitem.01:17327, Naquadria Plate
gregtech:gt.metaitem.01:17328, Duranium Plate
gregtech:gt.metaitem.01:17329, Tritanium Plate
gregtech:gt.metaitem.01:17330, Thaumium Plate
gregtech:gt.metaitem.01:17331, Mithril Plate
gregtech:gt.metaitem.01:17332, Midasium Plate
gregtech:gt.metaitem.01:17333, Astral Silver Plate
gregtech:gt.metaitem.01:17334, Black Steel Plate
gregtech:gt.metaitem.01:17335, Damascus Steel Plate
gregtech:gt.metaitem.01:17336, Shadowiron Plate
gregtech:gt.metaitem.01:17337, Shadowsteel Plate
gregtech:gt.metaitem.01:17338, Ironwood Plate
gregtech:gt.metaitem.01:17339, Steeleaf Plate
gregtech:gt.metaitem.01:17340, Meteoric Iron Plate
gregtech:gt.metaitem.01:17341, Meteoric Steel Plate
gregtech:gt.metaitem.01:17342, Dark Iron Plate
gregtech:gt.metaitem.01:17343, Cobalt Brass Plate
gregtech:gt.metaitem.01:17344, Ultimet Plate
gregtech:gt.metaitem.01:17345, Annealed Copper Plate
gregtech:gt.metaitem.01:17346, Fiery Steel Plate
gregtech:gt.metaitem.01:17347, Firestone Plate
gregtech:gt.metaitem.01:17348, Red Steel Plate
gregtech:gt.metaitem.01:17349, Blue Steel Plate
gregtech:gt.metaitem.01:17350, Sterling Silver Plate
gregtech:gt.metaitem.01:17351, Rose Gold Plate
gregtech:gt.metaitem.01:17352, Black Bronze Plate
gregtech:gt.metaitem.01:17353, Bismuth Bronze Plate
gregtech:gt.metaitem.01:17354, Magnetic Iron Plate
gregtech:gt.metaitem.01:17355, Magnetic Steel Plate
gregtech:gt.metaitem.01:17356, Magnetic Neodymium Plate
gregtech:gt.metaitem.01:17357, Vanadium-Gallium Plate
gregtech:gt.metaitem.01:17358, Yttrium Barium Cuprate Plate
gregtech:gt.metaitem.01:17359, Niobium Nitride Plate
gregtech:gt.metaitem.01:17360, Niobium-Titanium Plate
gregtech:gt.metaitem.01:17361, Chromium Dioxide Plate
gregtech:gt.metaitem.01:17362, Knightmetal Plate
gregtech:gt.metaitem.01:17363, Tin Alloy Plate
gregtech:gt.metaitem.01:17364, Dark Steel Plate
gregtech:gt.metaitem.01:17370, Tungstencarbide Plate
gregtech:gt.metaitem.01:17371, Vanadiumsteel Plate
gregtech:gt.metaitem.01:17372, HSS-G Plate
gregtech:gt.metaitem.01:17373, HSS-E Plate
gregtech:gt.metaitem.01:17374, HSS-S Plate
gregtech:gt.metaitem.01:17470, Epoxid Plate
gregtech:gt.metaitem.01:17471, Silicone Plate
gregtech:gt.metaitem.01:17472, Polycaprolactam Plate
gregtech:gt.metaitem.01:17473, Polytetrafluoroethylene Plate
gregtech:gt.metaitem.01:17489, Vulcanite Plate
gregtech:gt.metaitem.01:17490, Infuscolium Plate
gregtech:gt.metaitem.01:17500, Diamond Plate
gregtech:gt.metaitem.01:17501, Emerald Plate
gregtech:gt.metaitem.01:17502, Ruby Plate
gregtech:gt.metaitem.01:17503, Sapphire Plate
gregtech:gt.metaitem.01:17504, Green Sapphire Plate
gregtech:gt.metaitem.01:17505, Olivine Plate
gregtech:gt.metaitem.01:17506, Nether Star Plate
gregtech:gt.metaitem.01:17507, Topaz Plate
gregtech:gt.metaitem.01:17508, Tanzanite Plate
gregtech:gt.metaitem.01:17509, Amethyst Plate
gregtech:gt.metaitem.01:17510, Opal Plate
gregtech:gt.metaitem.01:17511, Jasper Plate
gregtech:gt.metaitem.01:17512, Ruby Plate
gregtech:gt.metaitem.01:17513, Blue Topaz Plate
gregtech:gt.metaitem.01:17514, Amber Plate
gregtech:gt.metaitem.01:17515, Dilithium Plate
gregtech:gt.metaitem.01:17516, Certus Quartz Plate
gregtech:gt.metaitem.01:17518, Forcicium Plate
gregtech:gt.metaitem.01:17519, Forcillium Plate
gregtech:gt.metaitem.01:17520, Monazite Plate
gregtech:gt.metaitem.01:17521, Force Plate
gregtech:gt.metaitem.01:17522, Nether Quartz Plate
gregtech:gt.metaitem.01:17523, Quartzite Plate
gregtech:gt.metaitem.01:17524, Lazurite Plate
gregtech:gt.metaitem.01:17525, Sodalite Plate
gregtech:gt.metaitem.01:17526, Lapis Plate
gregtech:gt.metaitem.01:17527, Red Garnet Plate
gregtech:gt.metaitem.01:17528, Yellow Garnet Plate
gregtech:gt.metaitem.01:17529, Vinteum Plate
gregtech:gt.metaitem.01:17530, Apatite Plate
gregtech:gt.metaitem.01:17531, Niter Plate
gregtech:gt.metaitem.01:17532, Enderpearl Plate
gregtech:gt.metaitem.01:17533, Endereye Plate
gregtech:gt.metaitem.01:17534, Phosphorus Plate
gregtech:gt.metaitem.01:17535, Coal Plate
gregtech:gt.metaitem.01:17536, Charcoal Plate
gregtech:gt.metaitem.01:17538, Lignite Coal Plate
gregtech:gt.metaitem.01:17540, Aer Crystal Plate
gregtech:gt.metaitem.01:17541, Ignis Crystal Plate
gregtech:gt.metaitem.01:17542, Terra Crystal Plate
gregtech:gt.metaitem.01:17543, Aqua Crystal Plate
gregtech:gt.metaitem.01:17544, Perditio Crystal Plate
gregtech:gt.metaitem.01:17545, Ordo Crystal Plate
gregtech:gt.metaitem.01:17770, Endium Plate
gregtech:gt.metaitem.01:17804, Obsidian Plate
gregtech:gt.metaitem.01:17809, Wood Plank
gregtech:gt.metaitem.01:17810, Redstone Plate
gregtech:gt.metaitem.01:17811, Glowstone Plate
gregtech:gt.metaitem.01:17812, Nikolite Plate
gregtech:gt.metaitem.01:17829, Deep Iron Plate
gregtech:gt.metaitem.01:17849, Black Granite Plate
gregtech:gt.metaitem.01:17850, Red Granite Plate
gregtech:gt.metaitem.01:17874, Polyethylene Sheet
gregtech:gt.metaitem.01:17880, Rubber Sheet
gregtech:gt.metaitem.01:17884, Desh Plate
gregtech:gt.metaitem.01:17889, Sealed Wood Plank
gregtech:gt.metaitem.01:17890, Glass Pane
gregtech:gt.metaitem.01:17947, Concrete Plate
gregtech:gt.metaitem.01:17950, Ignatius Plate
gregtech:gt.metaitem.01:17951, Vyroxeres Plate
gregtech:gt.metaitem.01:17952, Ceruclase Plate
gregtech:gt.metaitem.01:17953, Kalendrite Plate
gregtech:gt.metaitem.01:17954, Inolashite Plate
gregtech:gt.metaitem.01:17955, Sanguinite Plate
gregtech:gt.metaitem.01:17956, Tartarite Plate
gregtech:gt.metaitem.01:17957, Hepatizon Plate
gregtech:gt.metaitem.01:17958, Angmallen Plate
gregtech:gt.metaitem.01:17959, Eximite Plate
gregtech:gt.metaitem.01:17960, Prometheum Plate
gregtech:gt.metaitem.01:17961, Oureclase Plate
gregtech:gt.metaitem.01:17962, Carmot Plate
gregtech:gt.metaitem.01:17963, Haderoth Plate
gregtech:gt.metaitem.01:17964, Celenegil Plate
gregtech:gt.metaitem.01:17965, Atlarus Plate
gregtech:gt.metaitem.01:17966, Orichalcum Plate
gregtech:gt.metaitem.01:18006, Double Lithium Plate
gregtech:gt.metaitem.01:18008, Double Beryllium Plate
gregtech:gt.metaitem.01:18010, Double Carbon Plate
gregtech:gt.metaitem.01:18018, Double Magnesium Plate
gregtech:gt.metaitem.01:18019, Double Aluminium Plate
gregtech:gt.metaitem.01:18020, Double Silicon Plate
gregtech:gt.metaitem.01:18025, Double Potassium Plate
gregtech:gt.metaitem.01:18027, Double Scandium Plate
gregtech:gt.metaitem.01:18028, Double Titanium Plate
gregtech:gt.metaitem.01:18029, Double Vanadium Plate
gregtech:gt.metaitem.01:18030, Double Chrome Plate
gregtech:gt.metaitem.01:18031, Double Manganese Plate
gregtech:gt.metaitem.01:18032, Double Iron Plate
gregtech:gt.metaitem.01:18033, Double Cobalt Plate
gregtech:gt.metaitem.01:18034, Double Nickel Plate
gregtech:gt.metaitem.01:18035, Double Copper Plate
gregtech:gt.metaitem.01:18036, Double Zinc Plate
gregtech:gt.metaitem.01:18037, Double Gallium Plate
gregtech:gt.metaitem.01:18039, Double Arsenic Plate
gregtech:gt.metaitem.01:18043, Double Rubidium Plate
gregtech:gt.metaitem.01:18045, Double Yttrium Plate
gregtech:gt.metaitem.01:18047, Double Niobium Plate
gregtech:gt.metaitem.01:18048, Double Molybdenum Plate
gregtech:gt.metaitem.01:18052, Double Palladium Plate
gregtech:gt.metaitem.01:18054, Double Silver Plate
gregtech:gt.metaitem.01:18056, Double Indium Plate
gregtech:gt.metaitem.01:18057, Double Tin Plate
gregtech:gt.metaitem.01:18058, Double Antimony Plate
gregtech:gt.metaitem.01:18059, Double Tellurium Plate
gregtech:gt.metaitem.01:18062, Double Caesium Plate
gregtech:gt.metaitem.01:18064, Double Lanthanum Plate
gregtech:gt.metaitem.01:18065, Double Cerium Plate
gregtech:gt.metaitem.01:18066, Double Praseodymium Plate
gregtech:gt.metaitem.01:18067, Double Neodymium Plate
gregtech:gt.metaitem.01:18068, Double Promethium Plate
gregtech:gt.metaitem.01:18069, Double Samarium Plate
gregtech:gt.metaitem.01:18070, Double Europium Plate
gregtech:gt.metaitem.01:18071, Double Gadolinium Plate
gregtech:gt.metaitem.01:18072, Double Terbium Plate
gregtech:gt.metaitem.01:18073, Double Dysprosium Plate
gregtech:gt.metaitem.01:18074, Double Holmium Plate
gregtech:gt.metaitem.01:18075, Double Erbium Plate
gregtech:gt.metaitem.01:18076, Double Thulium Plate
gregtech:gt.metaitem.01:18077, Double Ytterbium Plate
gregtech:gt.metaitem.01:18078, Double Lutetium Plate
gregtech:gt.metaitem.01:18080, Double Tantalum Plate
gregtech:gt.metaitem.01:18081, Double Tungsten Plate
gregtech:gt.metaitem.01:18083, Double Osmium Plate
gregtech:gt.metaitem.01:18084, Double Iridium Plate
gregtech:gt.metaitem.01:18085, Double Platinum Plate
gregtech:gt.metaitem.01:18086, Double Gold Plate
gregtech:gt.metaitem.01:18089, Double Lead Plate
gregtech:gt.metaitem.01:18090, Double Bismuth Plate
gregtech:gt.metaitem.01:18096, Double Thorium Plate
gregtech:gt.metaitem.01:18097, Double Uranium 235 Plate
gregtech:gt.metaitem.01:18098, Double Uranium 238 Plate
gregtech:gt.metaitem.01:18100, Double Plutonium 244 Plate
gregtech:gt.metaitem.01:18101, Double Plutonium 241 Plate
gregtech:gt.metaitem.01:18103, Double Americium Plate
gregtech:gt.metaitem.01:18129, Double Neutronium Plate
gregtech:gt.metaitem.01:18300, Double Bronze Plate
gregtech:gt.metaitem.01:18301, Double Brass Plate
gregtech:gt.metaitem.01:18302, Double Invar Plate
gregtech:gt.metaitem.01:18303, Double Electrum Plate
gregtech:gt.metaitem.01:18304, Double Wrought Iron Plate
gregtech:gt.metaitem.01:18305, Double Steel Plate
gregtech:gt.metaitem.01:18306, Double Stainless Steel Plate
gregtech:gt.metaitem.01:18307, Double Pig Iron Plate
gregtech:gt.metaitem.01:18308, Double Red Alloy Plate
gregtech:gt.metaitem.01:18309, Double Blue Alloy Plate
gregtech:gt.metaitem.01:18310, Double Cupronickel Plate
gregtech:gt.metaitem.01:18311, Double Nichrome Plate
gregtech:gt.metaitem.01:18312, Double Kanthal Plate
gregtech:gt.metaitem.01:18313, Double Magnalium Plate
gregtech:gt.metaitem.01:18314, Double Soldering Alloy Plate
gregtech:gt.metaitem.01:18315, Double Battery Alloy Plate
gregtech:gt.metaitem.01:18316, Double Tungstensteel Plate
gregtech:gt.metaitem.01:18317, Double Osmiridium Plate
gregtech:gt.metaitem.01:18318, Double Sunnarium Plate
gregtech:gt.metaitem.01:18319, Double Adamantium Plate
gregtech:gt.metaitem.01:18320, Double Fluxed Electrum Plate
gregtech:gt.metaitem.01:18321, Double Enderium Plate
gregtech:gt.metaitem.01:18322, Double HSLA Steel Plate
gregtech:gt.metaitem.01:18323, Double Infused Gold Plate
gregtech:gt.metaitem.01:18324, Double Naquadah Plate
gregtech:gt.metaitem.01:18325, Double Naquadah Alloy Plate
gregtech:gt.metaitem.01:18326, Double Enriched Naquadah Plate
gregtech:gt.metaitem.01:18327, Double Naquadria Plate
gregtech:gt.metaitem.01:18328, Double Duranium Plate
gregtech:gt.metaitem.01:18329, Double Tritanium Plate
gregtech:gt.metaitem.01:18330, Double Thaumium Plate
gregtech:gt.metaitem.01:18331, Double Mithril Plate
gregtech:gt.metaitem.01:18332, Double Midasium Plate
gregtech:gt.metaitem.01:18333, Double Astral Silver Plate
gregtech:gt.metaitem.01:18334, Double Black Steel Plate
gregtech:gt.metaitem.01:18335, Double Damascus Steel Plate
gregtech:gt.metaitem.01:18336, Double Shadowiron Plate
gregtech:gt.metaitem.01:18337, Double Shadowsteel Plate
gregtech:gt.metaitem.01:18338, Double Ironwood Plate
gregtech:gt.metaitem.01:18339, Double Steeleaf Plate
gregtech:gt.metaitem.01:18340, Double Meteoric Iron Plate
gregtech:gt.metaitem.01:18341, Double Meteoric Steel Plate
gregtech:gt.metaitem.01:18342, Double Dark Iron Plate
gregtech:gt.metaitem.01:18343, Double Cobalt Brass Plate
gregtech:gt.metaitem.01:18344, Double Ultimet Plate
gregtech:gt.metaitem.01:18345, Double Annealed Copper Plate
gregtech:gt.metaitem.01:18346, Double Fiery Steel Plate
gregtech:gt.metaitem.01:18348, Double Red Steel Plate
gregtech:gt.metaitem.01:18349, Double Blue Steel Plate
gregtech:gt.metaitem.01:18350, Double Sterling Silver Plate
gregtech:gt.metaitem.01:18351, Double Rose Gold Plate
gregtech:gt.metaitem.01:18352, Double Black Bronze Plate
gregtech:gt.metaitem.01:18353, Double Bismuth Bronze Plate
gregtech:gt.metaitem.01:18354, Double Magnetic Iron Plate
gregtech:gt.metaitem.01:18355, Double Magnetic Steel Plate
gregtech:gt.metaitem.01:18356, Double Magnetic Neodymium Plate
gregtech:gt.metaitem.01:18357, Double Vanadium-Gallium Plate
gregtech:gt.metaitem.01:18358, Double Yttrium Barium Cuprate Plate
gregtech:gt.metaitem.01:18359, Double Niobium Nitride Plate
